what,median_sharpe,iqr,frac_positive,median_return,trades,evaluable
baseline,0.7740954549380439,1.5712656370577331,0.8095238095238095,0.4461280818542501,98,True
obv_trend: ma_window 60→54,0.75105376680536,1.5348836057449537,0.8571428571428571,0.41104482575858725,100,True
obv_trend: ma_window 60→66,0.5746950740322614,1.5829495008859504,0.7619047619047619,0.2344594389968202,94,True
