window,top_k,direction,margin,book,is_sharpe,is_monthly_pct,oos_sharpe,oos_monthly_pct,oos_gross_sharpe,oos_rotations,oos_max_dd,decay_sharpe,rankable
60,1,momentum,0.5,neutral,-0.46199250085853466,-2.5662810254372226,0.13342492585214094,-0.7919243297774603,1.3514592432777814,63,-0.6891239353285298,-0.5954174267106755,True
60,2,reversion,0.0,long_only,0.4463073499495563,0.43103940290734055,-0.515196149834525,-5.32235460063114,-0.4402347271696788,107,-0.7000930600084728,0.9615034997840812,True
60,2,reversion,0.0,neutral,-2.788621782524655,-6.663783774933208,-3.640728987592781,-10.411429528128402,-1.4464847142580626,191,-0.8711261249793758,0.8521072050681262,True
60,2,reversion,0.25,long_only,0.3114989663716425,-0.3804338116962902,-0.40155950908763544,-4.65393170039885,-0.358007522670393,61,-0.6937804848629029,0.7130584754592779,True
60,2,reversion,0.25,neutral,-2.940440276397455,-6.9598978070339985,-3.629929828282938,-10.527256159960963,-1.5412282386937717,99,-0.8753811985696275,0.6894895518854831,True
60,2,reversion,0.5,long_only,0.3289885550781118,-0.29676012848450783,-0.4056264951939537,-4.708444615932795,-0.37710013795036673,40,-0.6713655312443484,0.7346150502720655,True
60,2,reversion,0.5,neutral,-3.0201845004798495,-7.26695368103234,-3.7090839409112344,-10.685135336041862,-1.6410814357490688,65,-0.878743224816551,0.6888994404313848,True
60,2,momentum,0.0,long_only,0.571424552371587,1.2023573082415195,0.7615795106629931,2.505854085637327,0.8360236652135288,115,-0.6623029491207639,-0.19015495829140616,True
60,2,momentum,0.0,neutral,-2.3922374613454975,-5.791182510051252,-0.7497099374796493,-2.609035596900444,1.4464847142580626,191,-0.48340176303514737,-1.6425275238658483,True
60,2,momentum,0.25,long_only,0.6255485956501985,1.556594092217245,0.969736809029851,3.9601448608516776,1.0063555323303353,56,-0.6185142087258045,-0.34418821337965255,True
60,2,momentum,0.25,neutral,-2.0696453813295097,-5.049165220252694,-0.5447785106759527,-2.073073353557342,1.5412282386937717,99,-0.4728125881798724,-1.524866870653557,True
60,2,momentum,0.5,long_only,0.7383680376480902,2.2962552016660753,1.0469523969150092,4.496939332029837,1.0713905016234675,38,-0.5897137429539742,-0.30858435926691896,True
60,2,momentum,0.5,neutral,-1.849653089460282,-4.63253048692237,-0.42600148376159847,-1.7204273556632455,1.6410814357490688,65,-0.46067757373821694,-1.4236516056986837,True
90,1,reversion,0.0,long_only,0.23260436860160588,-1.516696373745019,-0.5052991409748543,-6.11310416977211,-0.4157750673804212,72,-0.7116420494570312,0.7379035095764601,True
90,1,reversion,0.0,neutral,-1.9514235563009856,-7.575174845425114,-3.0575320807515523,-15.903772020653207,-1.8138860545557025,116,-0.9622295206649742,1.1061085244505666,True
90,1,reversion,0.25,long_only,0.3309402533671787,-0.8325649370635846,-0.5116134628918603,-6.259536688395584,-0.4713326224123151,33,-0.719116122470565,0.842553716259039,True
90,1,reversion,0.25,neutral,-1.9085482373254674,-7.4465975888997065,-3.060254752857728,-16.145801697324437,-1.8866358865230577,55,-0.9631615981033507,1.1517065155322608,True
90,1,reversion,0.5,long_only,0.2156975083150475,-1.6474229269571983,-0.4868702107789929,-6.130894473040294,-0.4652660805415017,18,-0.7055159281838886,0.7025677190940404,True
90,1,reversion,0.5,neutral,-2.0789802679166187,-8.00564394865556,-3.0468132589812735,-15.995886887315303,-1.8846931403849077,37,-0.9621710481745369,0.9678329910646548,True
90,1,momentum,0.0,long_only,0.4702838738070554,0.09737763513475439,1.467933011787797,9.6360063394471,1.5096936815341857,50,-0.6861774826272954,-0.9976491379807415,True
90,1,momentum,0.0,neutral,-1.4045989215805077,-5.700113968190312,0.5711547476185476,1.4095192670408485,1.8138860545557025,116,-0.5579615078723776,-1.9757536691990554,True
90,1,momentum,0.25,long_only,0.6110854079892686,1.258201619840138,1.5495971450967732,10.560742234650288,1.5711387861472588,26,-0.6853076199393717,-0.9385117371075046,True
90,1,momentum,0.25,neutral,-1.2693882971989647,-5.246346892097764,0.7138826224166086,2.1626376526893143,1.8866358865230577,55,-0.5435925289130531,-1.9832709196155733,True
90,1,momentum,0.5,long_only,0.6673256363836737,1.6571604894515257,1.5442277593425477,10.495060381343112,1.5614548654966802,21,-0.6693979550812492,-0.876902122958874,True
90,1,momentum,0.5,neutral,-1.0488821669278283,-4.474946184686734,0.7217245631385565,2.1995803109634338,1.8846931403849077,37,-0.5305647251986967,-1.7706067300663848,True
90,2,reversion,0.0,long_only,0.48605354030793535,0.7037373197929409,-0.20493106845837183,-3.538389839901346,-0.13830180591658012,96,-0.6481241874991788,0.6909846087663072,True
