horizon,blocks,k,strategy,median_sharpe,frac_positive,trades
medium,12,2,zscore,0.11236691403552033,0.509090909090909,56
medium,6,2,ichimoku,0.4096522630663775,0.7,82
medium,7,2,ichimoku,-0.12088115240136883,0.3333333333333333,82
medium,8,2,ichimoku,0.023188549805589462,0.5714285714285714,82
medium,9,2,ichimoku,-0.1855111134381715,0.42857142857142855,84
medium,10,2,ichimoku,0.05391234621922043,0.5555555555555556,90
medium,11,2,ichimoku,-0.06972141090380472,0.4666666666666667,88
medium,12,2,ichimoku,0.019045719581427107,0.509090909090909,86
medium,6,2,bb_reversion,-0.21059327701537475,0.3,52
medium,7,2,bb_reversion,0.17833011998020268,0.5333333333333333,56
medium,8,2,bb_reversion,-0.11393416248510864,0.42857142857142855,50
medium,9,2,bb_reversion,-0.039645051149328155,0.4642857142857143,54
medium,10,2,bb_reversion,-0.043184855466204125,0.5,56
medium,11,2,bb_reversion,-0.016298205579727467,0.4888888888888889,60
medium,12,2,bb_reversion,0.05853939529783799,0.5454545454545454,58
medium,6,2,ts_momentum,0.14326845224083204,0.5,142
medium,7,2,ts_momentum,0.026008164540245626,0.5333333333333333,142
medium,8,2,ts_momentum,0.024999413506447778,0.5238095238095238,142
medium,9,2,ts_momentum,-0.5119506923451271,0.42857142857142855,150
medium,10,2,ts_momentum,-0.09144535385057999,0.4444444444444444,148
medium,11,2,ts_momentum,-0.4677278007459766,0.4,152
medium,12,2,ts_momentum,-0.14554196114629997,0.4727272727272727,160
medium,6,2,grid,-0.11485151265751409,0.4,573
medium,7,2,grid,-0.03612414717942338,0.4666666666666667,593
medium,8,2,grid,-0.15211290512723388,0.2857142857142857,599
medium,9,2,grid,-0.0432432319676529,0.4642857142857143,597
medium,10,2,grid,-0.04948050601252514,0.5,613
medium,11,2,grid,-0.11685057568996575,0.4444444444444444,626
medium,12,2,grid,-0.3056721414470986,0.38181818181818183,626
medium,6,2,vwap_reversion,-0.18781856357049545,0.4,144
medium,7,2,vwap_reversion,-0.1469780537865826,0.4,146
medium,8,2,vwap_reversion,-0.26507829591536625,0.2857142857142857,152
medium,9,2,vwap_reversion,-0.2788207321569987,0.32142857142857145,152
medium,10,2,vwap_reversion,-0.1825646699447987,0.3888888888888889,156
medium,11,2,vwap_reversion,-0.16669785288196057,0.4222222222222222,162
medium,12,2,vwap_reversion,-0.21849709943950799,0.36363636363636365,164
medium,6,2,dual_momentum,0.21584577603136304,0.6,204
medium,7,2,dual_momentum,-0.09466735037261904,0.4666666666666667,210
medium,8,2,dual_momentum,-0.3191276720297687,0.42857142857142855,212
medium,9,2,dual_momentum,-0.43828410053177186,0.32142857142857145,218
medium,10,2,dual_momentum,-0.20088379834896325,0.4722222222222222,226
medium,11,2,dual_momentum,-0.3536775147856107,0.4,224
medium,12,2,dual_momentum,-0.047516376476774314,0.4909090909090909,222
medium,6,2,atr_sized,0.3444027548913803,0.7,727
medium,7,2,atr_sized,-0.33603669023658805,0.3333333333333333,741
medium,8,2,atr_sized,-0.038009389354608174,0.47619047619047616,743
medium,9,2,atr_sized,-0.5215153895788023,0.2857142857142857,743
medium,10,2,atr_sized,-0.29756965567847316,0.3611111111111111,749
medium,11,2,atr_sized,-0.6861826985352633,0.26666666666666666,754
medium,12,2,atr_sized,-0.2692833540720181,0.45454545454545453,768
medium,6,2,ma_ribbon,0.2738381854078028,0.7,911
medium,7,2,ma_ribbon,-0.22968206934097174,0.3333333333333333,935
medium,8,2,ma_ribbon,-0.33568516321049335,0.42857142857142855,965
medium,9,2,ma_ribbon,-0.4471647415014739,0.35714285714285715,968
medium,10,2,ma_ribbon,-0.29828494156293583,0.3333333333333333,984
medium,11,2,ma_ribbon,-0.666843213097792,0.3333333333333333,997
medium,12,2,ma_ribbon,-0.20654962691810438,0.4,1009
medium,6,2,garch_voltarget,0.26969061837894515,0.7,695
medium,7,2,garch_voltarget,-0.4358207021443431,0.3333333333333333,709
medium,8,2,garch_voltarget,-0.028338234102461814,0.47619047619047616,711
medium,9,2,garch_voltarget,-0.6179323458787279,0.2857142857142857,711
medium,10,2,garch_voltarget,-0.3113762836963371,0.3888888888888889,717
medium,11,2,garch_voltarget,-0.7961181696936873,0.26666666666666666,722
medium,12,2,garch_voltarget,-0.24796115545929268,0.43636363636363634,736
medium,6,2,sma_regime,0.3264231772576788,0.7,96
medium,7,2,sma_regime,-0.47418622332533866,0.3333333333333333,94
medium,8,2,sma_regime,-0.06562638110519782,0.47619047619047616,96
medium,9,2,sma_regime,-0.5396845021586729,0.32142857142857145,100
medium,10,2,sma_regime,-0.3254544528586787,0.3333333333333333,106
medium,11,2,sma_regime,-0.7838780184363009,0.24444444444444444,104
medium,12,2,sma_regime,-0.261848403874309,0.4,108
medium,6,2,voltarget,0.20807459478981932,0.7,629
medium,7,2,voltarget,-0.47669042689334984,0.3333333333333333,643
medium,8,2,voltarget,-0.021491765791798692,0.38095238095238093,645
medium,9,2,voltarget,-0.6713361291362474,0.2857142857142857,645
medium,10,2,voltarget,-0.3552329154057151,0.3333333333333333,651
medium,11,2,voltarget,-0.8855861630165023,0.26666666666666666,656
medium,12,2,voltarget,-0.3646928657797464,0.4,671
medium,6,2,ma_crossover,0.14071933204280448,0.6,42
medium,7,2,ma_crossover,-0.4412621409843847,0.4,38
medium,8,2,ma_crossover,-0.3338083591464246,0.38095238095238093,38
medium,9,2,ma_crossover,-0.5014905756532198,0.32142857142857145,40
medium,10,2,ma_crossover,-0.4225429641787859,0.2777777777777778,42
medium,11,2,ma_crossover,-0.5132936966439152,0.3333333333333333,44
medium,12,2,ma_crossover,-0.3139298267254622,0.4,50
medium,6,2,vol_regime,-0.7963533572783577,0.4,100
medium,7,2,vol_regime,-0.4642557038637622,0.26666666666666666,104
medium,8,2,vol_regime,-0.17172739474568682,0.4,94
medium,9,2,vol_regime,-0.49587767039053654,0.3333333333333333,100
medium,10,2,vol_regime,-0.481303923864454,0.25,102
medium,11,2,vol_regime,-0.5663366067490141,0.3333333333333333,98
medium,12,2,vol_regime,-0.39662700825443115,0.3333333333333333,102
