asset,strategy,n_paths,usable_blocks,median_sharpe,q1_sharpe,q3_sharpe,frac_paths_positive,median_return,total_trades
ZEC,ma_crossover,21,7,0.21770959350360045,-0.11491800653780594,1.7249417063675594,0.6666666666666666,-0.17480753657424997,48
ZEC,ma_ribbon,21,7,0.3921304450880858,0.08591869720309679,2.0904375645324706,0.7619047619047619,0.06655199588323302,1027
ZEC,macd,21,7,0.3165341435217655,0.07979812732787671,1.3958401843328738,0.7619047619047619,0.005080300765375689,134
ZEC,obv_trend,21,7,0.43397278663357725,0.24028665469695856,1.8828987524013798,0.9047619047619048,0.07536610790122755,204
ZEC,ou_reversion,21,7,0.2049026591641145,-0.07992605354087046,0.5449837738060738,0.6666666666666666,-0.03965454101386723,44
ZEC,rsi,21,7,0.8744082410982954,0.6069873135149639,1.2475877513050484,1.0,0.459619039809835,30
ZEC,sma_regime,21,7,0.12437856258078968,-0.19262368543318867,1.7050462747850266,0.5714285714285714,-0.20190915093860884,94
ZEC,stochastic,21,7,0.538632321871772,-0.028387110387670424,0.645700102230336,0.7142857142857143,0.22201285752005018,60
ZEC,ts_momentum,21,7,0.37523807740317355,-0.9603096787308962,1.3369301666313576,0.7142857142857143,0.028925172256353715,94
ZEC,vol_regime,21,7,0.019057760263017268,-0.45436476082059396,0.569853047348527,0.5238095238095238,-0.08071844982451726,102
ZEC,voltarget,21,7,0.2860990181535503,-0.21855785963513155,1.0678736434643834,0.6190476190476191,0.05199719035008976,770
ZEC,vwap_reversion,21,7,0.23739666452162256,-0.021313905768316606,0.4771231054574604,0.7142857142857143,-0.08333569167405519,182
ZEC,zscore,21,7,0.37182761302487755,0.06006492674300155,0.7638413867801747,0.8095238095238095,0.09686374195308223,64
