a,b,family_a,family_b,cross_family,corr,agree_active,agree_all,redundant
bb_reversion,zscore,mean-reversion,mean-reversion,False,1.0,1.0,1.0,True
voltarget,garch_voltarget,sma-gated,sma-gated,False,0.9976087933923026,1.0,1.0,True
sma_regime,voltarget,sma-gated,sma-gated,False,0.9947967495709911,1.0,1.0,True
sma_regime,garch_voltarget,sma-gated,sma-gated,False,0.9945103219779553,1.0,1.0,True
voltarget,atr_sized,sma-gated,sma-gated,False,0.9768426590257869,1.0,1.0,True
atr_sized,garch_voltarget,sma-gated,sma-gated,False,0.9757678878220285,1.0,1.0,True
sma_regime,atr_sized,sma-gated,sma-gated,False,0.9646013602181703,1.0,1.0,True
sma_regime,ichimoku,sma-gated,trend,True,0.8341847330311118,0.8145604395604396,0.916871921182266,True
voltarget,ichimoku,sma-gated,trend,True,0.8331204203448876,0.8145604395604396,0.916871921182266,True
ichimoku,garch_voltarget,trend,sma-gated,True,0.8276780740761495,0.8145604395604396,0.916871921182266,True
ichimoku,atr_sized,trend,sma-gated,True,0.8132666227938476,0.8145604395604396,0.916871921182266,True
breakout,bb_breakout,breakout,breakout,False,0.8129150964029425,0.7811594202898551,0.9070197044334976,True
bb_breakout,keltner,breakout,breakout,False,0.7957826465220825,0.747870528109029,0.9088669950738916,False
ma_crossover,sma_regime,trend,sma-gated,True,0.7894585842454145,0.7870722433460076,0.896551724137931,False
ma_crossover,garch_voltarget,trend,sma-gated,True,0.7847390715234631,0.7870722433460076,0.896551724137931,False
bb_reversion,vwap_reversion,mean-reversion,mean-reversion,False,0.780564462348457,0.7387640449438202,0.8854679802955665,False
vwap_reversion,zscore,mean-reversion,mean-reversion,False,0.780564462348457,0.7387640449438202,0.8854679802955665,False
ma_crossover,voltarget,trend,sma-gated,True,0.7790494081478019,0.7870722433460076,0.896551724137931,False
breakout,ma_ribbon,breakout,trend,True,0.7564375022670808,0.5218408736349454,0.6225369458128078,False
bb_reversion,grid,mean-reversion,mean-reversion,False,0.7410901558981104,0.5774804905239688,0.7666256157635468,False
zscore,grid,mean-reversion,mean-reversion,False,0.7410901558981104,0.5774804905239688,0.7666256157635468,False
ma_crossover,atr_sized,trend,sma-gated,True,0.7355784693032286,0.7870722433460076,0.896551724137931,False
ma_ribbon,ichimoku,trend,trend,False,0.7160700449064923,0.4769711163153786,0.5874384236453202,False
breakout,ichimoku,breakout,trend,True,0.6999997678930192,0.6911957950065704,0.8552955665024631,False
vol_regime,atr_sized,regime-filter,sma-gated,True,0.6796313007446165,0.5671852899575672,0.8115763546798029,False
