horizon,size,mode,a,b,corr,agree_active,both_flat,redundant
short,2,vote,vote(ts_momentum+rsi),vote(dual_momentum+zscore),0.6062277682600761,0.8495661908760146,False,False
short,2,vote,vote(ts_momentum+bb_reversion),vote(ts_momentum+zscore),0.9818599579684969,0.9927261706319139,False,True
short,2,vote,vote(ts_momentum+bb_reversion),vote(dual_momentum+rsi),0.5934180379734902,0.8504189944134078,False,False
short,2,vote,vote(ts_momentum+bb_reversion),vote(dual_momentum+bb_reversion),0.7668665333418647,0.9032351661105469,False,True
short,2,vote,vote(ts_momentum+bb_reversion),vote(dual_momentum+zscore),0.7501318653082938,0.8962715798636298,False,False
short,2,vote,vote(ts_momentum+zscore),vote(dual_momentum+rsi),0.5914874352052888,0.8473271760425413,False,False
short,2,vote,vote(ts_momentum+zscore),vote(dual_momentum+bb_reversion),0.7499779295933714,0.8962715798636298,False,False
short,2,vote,vote(ts_momentum+zscore),vote(dual_momentum+zscore),0.7679182686081479,0.9014454664914586,False,True
short,2,vote,vote(dual_momentum+rsi),vote(dual_momentum+bb_reversion),0.841622917564463,0.9361952366950896,False,True
short,2,vote,vote(dual_momentum+rsi),vote(dual_momentum+zscore),0.8392993866388011,0.9336870026525199,False,True
short,2,vote,vote(dual_momentum+bb_reversion),vote(dual_momentum+zscore),0.9834283808191983,0.992638036809816,False,True
short,2,vote,vote(ts_momentum+stochastic),vote(dual_momentum+stochastic),0.7881061128567814,0.8958702064896755,False,False
short,2,vote,vote(ts_momentum+vwap_reversion),vote(dual_momentum+vwap_reversion),0.7914851217410387,0.9202592279515357,False,True
short,2,vote,vote(ts_momentum+ou_reversion),vote(dual_momentum+ou_reversion),0.8051986986832698,0.8746166950596252,False,True
short,2,vote,vote(ts_momentum+obv_trend),vote(dual_momentum+obv_trend),0.9375269311848735,0.9266666666666666,False,True
short,2,vote,vote(sma_regime+rsi),vote(sma_regime+bb_reversion),0.8890289710379562,0.9285596978157333,False,True
short,2,vote,vote(sma_regime+rsi),vote(sma_regime+zscore),0.8875651606971465,0.9255231504366452,False,True
short,2,vote,vote(sma_regime+bb_reversion),vote(sma_regime+zscore),0.9883787514203182,0.990184260375409,False,True
short,2,vote,vote(adx_trend+rsi),vote(adx_trend+bb_reversion),0.8655609217974227,0.8986191860465116,False,True
short,2,vote,vote(adx_trend+rsi),vote(adx_trend+zscore),0.8637366849004183,0.8958029197080292,False,True
short,2,vote,vote(adx_trend+bb_reversion),vote(adx_trend+zscore),0.9862344049545021,0.9880859375,False,True
short,2,vote,vote(hurst_switch+rsi),vote(hurst_switch+bb_reversion),0.874942167953443,0.8301659125188537,False,True
short,2,vote,vote(hurst_switch+rsi),vote(hurst_switch+zscore),0.8723905798959548,0.8249772105742935,False,True
short,2,vote,vote(hurst_switch+bb_reversion),vote(hurst_switch+zscore),0.9868092826474653,0.9791879904469465,False,True
short,2,vote,vote(vol_regime+rsi),vote(vol_regime+bb_reversion),0.8959604739615805,0.8939061814993424,False,True
short,2,vote,vote(vol_regime+rsi),vote(vol_regime+zscore),0.8942318178648022,0.8902842035690681,False,True
