horizon,size,mode,a,b,corr,agree_active,both_flat,redundant
medium,3,all,all(ma_crossover+ts_momentum+keltner),all(ma_ribbon+ts_momentum+keltner),0.9790878719487831,0.9498327759197325,False,True
medium,3,all,all(ma_crossover+ts_momentum+rsi),all(ma_ribbon+ts_momentum+rsi),,0.0,False,False
medium,3,all,all(ma_crossover+ts_momentum+stochastic),all(ma_ribbon+ts_momentum+stochastic),0.9231501105674985,0.7184466019417476,False,True
medium,3,all,all(ma_crossover+ts_momentum+bb_reversion),all(ma_crossover+ts_momentum+zscore),1.0,1.0,False,True
medium,3,all,all(ma_crossover+ts_momentum+bb_reversion),all(ma_ribbon+ts_momentum+bb_reversion),0.902888246439422,0.6320754716981132,False,True
medium,3,all,all(ma_crossover+ts_momentum+bb_reversion),all(ma_ribbon+ts_momentum+zscore),0.902888246439422,0.6320754716981132,False,True
medium,3,all,all(ma_crossover+ts_momentum+zscore),all(ma_ribbon+ts_momentum+bb_reversion),0.902888246439422,0.6320754716981132,False,True
medium,3,all,all(ma_crossover+ts_momentum+zscore),all(ma_ribbon+ts_momentum+zscore),0.902888246439422,0.6320754716981132,False,True
medium,3,all,all(ma_ribbon+ts_momentum+bb_reversion),all(ma_ribbon+ts_momentum+zscore),1.0,1.0,False,True
medium,3,all,all(ma_crossover+ts_momentum+vwap_reversion),all(ma_ribbon+ts_momentum+vwap_reversion),0.9246083529114771,0.7412280701754386,False,True
medium,3,all,all(ma_crossover+ts_momentum+ou_reversion),all(ma_ribbon+ts_momentum+ou_reversion),0.8952153373050562,0.4864864864864865,False,True
medium,3,all,all(ma_crossover+ts_momentum+obv_trend),all(ma_ribbon+ts_momentum+obv_trend),0.9496084918108675,0.8217592592592593,False,True
medium,3,all,all(ma_crossover+dual_momentum+sma_regime),all(ma_ribbon+dual_momentum+sma_regime),0.9494376714380294,0.8173913043478261,False,True
medium,3,all,all(ma_crossover+dual_momentum+adx_trend),all(ma_ribbon+dual_momentum+adx_trend),0.9826545305270484,0.9481481481481482,False,True
medium,3,all,all(ma_crossover+dual_momentum+hurst_switch),all(ma_ribbon+dual_momentum+hurst_switch),0.9948044216951251,0.9666666666666667,False,True
medium,3,all,all(ma_crossover+dual_momentum+vol_regime),all(ma_ribbon+dual_momentum+vol_regime),0.9335467266656453,0.75,False,True
medium,3,all,all(ma_crossover+dual_momentum+breakout),all(ma_ribbon+dual_momentum+breakout),0.9364215477115314,0.7764227642276422,False,True
medium,3,all,all(ma_crossover+dual_momentum+bb_breakout),all(ma_ribbon+dual_momentum+bb_breakout),0.9381957628236433,0.7740384615384616,False,True
medium,3,all,all(ma_crossover+dual_momentum+keltner),all(ma_ribbon+dual_momentum+keltner),0.9744923928690984,0.9297658862876255,False,True
medium,3,all,all(ma_crossover+dual_momentum+rsi),all(ma_ribbon+dual_momentum+rsi),,0.0,False,False
medium,3,all,all(ma_crossover+dual_momentum+stochastic),all(ma_ribbon+dual_momentum+stochastic),0.8018418586677275,0.5263157894736842,False,True
medium,3,all,all(ma_crossover+dual_momentum+bb_reversion),all(ma_crossover+dual_momentum+zscore),1.0,1.0,False,True
medium,3,all,all(ma_crossover+dual_momentum+bb_reversion),all(ma_ribbon+dual_momentum+bb_reversion),0.8001607619337932,0.36363636363636365,False,True
medium,3,all,all(ma_crossover+dual_momentum+bb_reversion),all(ma_ribbon+dual_momentum+zscore),0.8106381814162198,0.4,False,True
medium,3,all,all(ma_crossover+dual_momentum+zscore),all(ma_ribbon+dual_momentum+bb_reversion),0.8001607619337932,0.36363636363636365,False,True
medium,3,all,all(ma_crossover+dual_momentum+zscore),all(ma_ribbon+dual_momentum+zscore),0.8106381814162198,0.4,False,True
medium,3,all,all(ma_ribbon+dual_momentum+bb_reversion),all(ma_ribbon+dual_momentum+zscore),0.987029863788926,0.9090909090909091,False,True
medium,3,all,all(ma_crossover+dual_momentum+vwap_reversion),all(ma_ribbon+dual_momentum+vwap_reversion),0.9038161333950835,0.5402298850574713,False,True
medium,3,all,all(ma_crossover+dual_momentum+ou_reversion),all(ma_ribbon+dual_momentum+ou_reversion),0.7773258287289129,0.42857142857142855,False,False
medium,3,all,all(ma_crossover+dual_momentum+obv_trend),all(ma_ribbon+dual_momentum+obv_trend),0.9116925552106999,0.6138790035587188,False,True
medium,3,all,all(ma_crossover+sma_regime+adx_trend),all(ma_ribbon+sma_regime+adx_trend),0.9883843769057477,0.9895833333333334,False,True
medium,3,all,all(ma_crossover+sma_regime+hurst_switch),all(ma_ribbon+sma_regime+hurst_switch),0.9953531962797502,1.0,False,True
medium,3,all,all(ma_crossover+sma_regime+vol_regime),all(ma_ribbon+sma_regime+vol_regime),0.9287568465721023,0.7667638483965015,False,True
medium,3,all,all(ma_crossover+sma_regime+breakout),all(ma_ribbon+sma_regime+breakout),0.9583526299913958,0.9010752688172043,False,True
medium,3,all,all(ma_crossover+sma_regime+bb_breakout),all(ma_ribbon+sma_regime+bb_breakout),0.9642402540567112,0.888283378746594,False,True
medium,3,all,all(ma_crossover+sma_regime+keltner),all(ma_ribbon+sma_regime+keltner),0.9786330508754264,0.954983922829582,False,True
medium,3,all,all(ma_crossover+sma_regime+rsi),all(ma_ribbon+sma_regime+rsi),,,True,True
medium,3,all,all(ma_crossover+sma_regime+stochastic),all(ma_ribbon+sma_regime+stochastic),0.9557302370825216,0.8028169014084507,False,True
medium,3,all,all(ma_crossover+sma_regime+bb_reversion),all(ma_crossover+sma_regime+zscore),1.0,1.0,False,True
medium,3,all,all(ma_crossover+sma_regime+bb_reversion),all(ma_ribbon+sma_regime+bb_reversion),0.9266000295697457,0.7285714285714285,False,True
medium,3,all,all(ma_crossover+sma_regime+bb_reversion),all(ma_ribbon+sma_regime+zscore),0.9266000295697457,0.7285714285714285,False,True
medium,3,all,all(ma_crossover+sma_regime+zscore),all(ma_ribbon+sma_regime+bb_reversion),0.9266000295697457,0.7285714285714285,False,True
medium,3,all,all(ma_crossover+sma_regime+zscore),all(ma_ribbon+sma_regime+zscore),0.9266000295697457,0.7285714285714285,False,True
medium,3,all,all(ma_ribbon+sma_regime+bb_reversion),all(ma_ribbon+sma_regime+zscore),1.0,1.0,False,True
medium,3,all,all(ma_crossover+sma_regime+vwap_reversion),all(ma_ribbon+sma_regime+vwap_reversion),0.9425463112168471,0.8022598870056498,False,True
medium,3,all,all(ma_crossover+sma_regime+ou_reversion),all(ma_ribbon+sma_regime+ou_reversion),0.9223851256648812,0.6666666666666666,False,True
medium,3,all,all(ma_crossover+sma_regime+obv_trend),all(ma_ribbon+sma_regime+obv_trend),0.9463982569334319,0.8103837471783296,False,True
medium,3,all,all(ma_crossover+adx_trend+hurst_switch),all(ma_ribbon+adx_trend+hurst_switch),0.9977450418938826,1.0,False,True
medium,3,all,all(ma_crossover+adx_trend+vol_regime),all(ma_ribbon+adx_trend+vol_regime),0.9856961699663584,0.978021978021978,False,True
medium,3,all,all(ma_crossover+adx_trend+breakout),all(ma_ribbon+adx_trend+breakout),0.9845155285696321,0.9623287671232876,False,True
medium,3,all,all(ma_crossover+adx_trend+bb_breakout),all(ma_ribbon+adx_trend+bb_breakout),0.9835601063336592,0.9568627450980393,False,True
medium,3,all,all(ma_crossover+adx_trend+keltner),all(ma_ribbon+adx_trend+keltner),0.9874783671030589,0.9670781893004116,False,True
medium,3,all,all(ma_crossover+adx_trend+rsi),all(ma_ribbon+adx_trend+rsi),,,True,True
medium,3,all,all(ma_crossover+adx_trend+stochastic),all(ma_ribbon+adx_trend+stochastic),0.9999999999999994,1.0,False,True
medium,3,all,all(ma_crossover+adx_trend+bb_reversion),all(ma_crossover+adx_trend+zscore),,,True,True
medium,3,all,all(ma_crossover+adx_trend+bb_reversion),all(ma_ribbon+adx_trend+bb_reversion),,,True,True
medium,3,all,all(ma_crossover+adx_trend+bb_reversion),all(ma_ribbon+adx_trend+zscore),,,True,True
medium,3,all,all(ma_crossover+adx_trend+zscore),all(ma_ribbon+adx_trend+bb_reversion),,,True,True
medium,3,all,all(ma_crossover+adx_trend+zscore),all(ma_ribbon+adx_trend+zscore),,,True,True
medium,3,all,all(ma_ribbon+adx_trend+bb_reversion),all(ma_ribbon+adx_trend+zscore),,,True,True
medium,3,all,all(ma_crossover+adx_trend+vwap_reversion),all(ma_ribbon+adx_trend+vwap_reversion),0.9918320521386519,1.0,False,True
