a,b,family_a,family_b,cross_family,corr,agree_active,agree_all,redundant
ou_reversion,hurst_switch,mean-reversion,regime-filter,True,0.024902669780725407,0.06037735849056604,0.7966635557629491,False
breakout,hurst_switch,breakout,regime-filter,True,0.02470740786562284,0.06696935300794551,0.616425571628558,False
vwap_reversion,hurst_switch,mean-reversion,regime-filter,True,0.013391695699912705,0.0631082276614568,0.6293747083527765,False
macd,keltner,trend,breakout,True,0.0013776150069280467,0.08011049723756906,0.49498366775548297,False
zscore,hurst_switch,mean-reversion,regime-filter,True,0.00034110938795577935,0.05679442508710801,0.6842043863742417,False
obv_trend,hurst_switch,volume-flow,regime-filter,True,-0.0018011075210556304,0.06167867740568037,0.48355109659356044,False
bb_reversion,hurst_switch,mean-reversion,regime-filter,True,-0.003806274823976488,0.05561241896963494,0.677088194120392,False
macd,vol_regime,trend,regime-filter,True,-0.009185765469321424,0.18816501773380623,0.4926504899673355,False
rsi,hurst_switch,oscillator-reversion,regime-filter,True,-0.02491268288958814,0.04942602040816327,0.6522398506766216,False
macd,ts_momentum,trend,momentum,True,-0.026959611406816686,0.31820997212759367,0.4863509099393374,False
stochastic,hurst_switch,oscillator-reversion,regime-filter,True,-0.031003455357257594,0.04581467447468136,0.6768548763415773,False
macd,grid,trend,mean-reversion,True,-0.03173003098292801,0.3403316598204777,0.49416705552963136,False
macd,atr_sized,trend,sma-gated,True,-0.03409666960731067,0.28961661341853034,0.481217918805413,False
macd,sma_regime,trend,sma-gated,True,-0.036179932163494403,0.28961661341853034,0.481217918805413,False
macd,voltarget,trend,sma-gated,True,-0.036179932163494403,0.28961661341853034,0.481217918805413,False
macd,garch_voltarget,trend,sma-gated,True,-0.036179932163494403,0.28961661341853034,0.481217918805413,False
macd,ou_reversion,trend,mean-reversion,True,-0.039213748663988184,0.1271585557299843,0.4811012599160056,False
macd,zscore,trend,mean-reversion,True,-0.04335138442567694,0.20659107016300496,0.4776014932337844,False
