a,b,family_a,family_b,cross_family,corr,agree_active,agree_all,redundant
dual_momentum,adx_trend,momentum,regime-filter,True,0.4194560065910457,0.4520926280008498,0.6991367242183855,False
breakout,ichimoku,breakout,trend,True,0.4064349663237413,0.46357763421697484,0.7190853943070462,False
stochastic,ou_reversion,oscillator-reversion,mean-reversion,True,0.39958841273335455,0.3378238341968912,0.7763649090060663,False
voltarget,dual_momentum,sma-gated,momentum,True,0.39335155196319727,0.5048562178632642,0.6966868875408306,False
dual_momentum,garch_voltarget,momentum,sma-gated,True,0.39335155196319727,0.5048562178632642,0.6966868875408306,False
sma_regime,dual_momentum,sma-gated,momentum,True,0.39335155196319727,0.5048562178632642,0.6966868875408306,False
obv_trend,ichimoku,volume-flow,trend,True,0.3905612089096366,0.48876618431073876,0.686770881941204,False
bb_breakout,voltarget,breakout,sma-gated,True,0.38362032506281446,0.3924970691676436,0.697736817545497,False
bb_breakout,sma_regime,breakout,sma-gated,True,0.38362032506281446,0.3924970691676436,0.697736817545497,False
bb_breakout,garch_voltarget,breakout,sma-gated,True,0.38362032506281446,0.3924970691676436,0.697736817545497,False
ma_ribbon,atr_sized,trend,sma-gated,True,0.38150533765079464,0.49291907514450867,0.5906439570695287,False
ts_momentum,atr_sized,momentum,sma-gated,True,0.37510911786431855,0.5210779595765159,0.7097526831544564,False
adx_trend,ichimoku,regime-filter,trend,True,0.37358726188003916,0.41561181434599154,0.7091693887074195,False
ma_crossover,breakout,trend,breakout,True,0.37199884826019985,0.4599679743795036,0.6852543163789081,False
ma_crossover,obv_trend,trend,volume-flow,True,0.36641519758893415,0.5163294284700035,0.682104526364909,False
keltner,ma_ribbon,breakout,trend,True,0.3623869850067973,0.11227272727272727,0.31649556696220255,False
breakout,keltner,breakout,breakout,False,0.3587058966737217,0.21406539173349784,0.702753149790014,False
dual_momentum,atr_sized,momentum,sma-gated,True,0.34658500203827597,0.5048562178632642,0.6966868875408306,False
keltner,ichimoku,breakout,trend,True,0.34263074400399357,0.20315697164571764,0.6819878674755017,False
grid,ou_reversion,mean-reversion,mean-reversion,False,0.3346505566454878,0.296091852506072,0.6280914605692954,False
breakout,garch_voltarget,breakout,sma-gated,True,0.3310830057296135,0.42657054582904225,0.675221651889874,False
breakout,sma_regime,breakout,sma-gated,True,0.3310830057296135,0.42657054582904225,0.675221651889874,False
breakout,voltarget,breakout,sma-gated,True,0.3310830057296135,0.42657054582904225,0.675221651889874,False
ma_crossover,adx_trend,trend,regime-filter,True,0.3179630973334917,0.3918501749331138,0.6552729818012133,False
keltner,ts_momentum,breakout,momentum,True,0.31597744376913406,0.17765523855190601,0.5998600093327111,False
bb_breakout,atr_sized,breakout,sma-gated,True,0.312890957471013,0.3924970691676436,0.697736817545497,False
keltner,sma_regime,breakout,sma-gated,True,0.3085276823637079,0.18275588468659085,0.639524031731218,False
keltner,voltarget,breakout,sma-gated,True,0.3085276823637079,0.18275588468659085,0.639524031731218,False
keltner,garch_voltarget,breakout,sma-gated,True,0.3085276823637079,0.18275588468659085,0.639524031731218,False
sma_regime,adx_trend,sma-gated,regime-filter,True,0.3002075946794043,0.3767491926803014,0.6622725151656557,False
voltarget,adx_trend,sma-gated,regime-filter,True,0.3002075946794043,0.3767491926803014,0.6622725151656557,False
adx_trend,garch_voltarget,regime-filter,sma-gated,True,0.3002075946794043,0.3767491926803014,0.6622725151656557,False
keltner,dual_momentum,breakout,momentum,True,0.2960441113705246,0.17091775923718713,0.5942603826411572,False
obv_trend,garch_voltarget,volume-flow,sma-gated,True,0.29042906289508796,0.4535917496443812,0.6415072328511433,False
obv_trend,voltarget,volume-flow,sma-gated,True,0.29042906289508796,0.4535917496443812,0.6415072328511433,False
obv_trend,sma_regime,volume-flow,sma-gated,True,0.29042906289508796,0.4535917496443812,0.6415072328511433,False
breakout,atr_sized,breakout,sma-gated,True,0.2784252928049903,0.42657054582904225,0.675221651889874,False
keltner,obv_trend,breakout,volume-flow,True,0.2765320369620685,0.16047448522829005,0.5624125058329444,False
ma_crossover,keltner,trend,breakout,True,0.27396745454860705,0.1645813282001925,0.5949603359776015,False
ichimoku,vol_regime,trend,regime-filter,True,0.26232047768303923,0.3054413542926239,0.6649556696220252,False
obv_trend,atr_sized,volume-flow,sma-gated,True,0.2605011260043582,0.4535917496443812,0.6415072328511433,False
ma_crossover,vol_regime,trend,regime-filter,True,0.2577451012976873,0.30644472897994024,0.6208586094260382,False
adx_trend,atr_sized,regime-filter,sma-gated,True,0.24737017419988316,0.3767491926803014,0.6622725151656557,False
voltarget,hurst_switch,sma-gated,regime-filter,True,0.21818465444417923,0.12460732984293194,0.6098926738217452,False
sma_regime,hurst_switch,sma-gated,regime-filter,True,0.21818465444417923,0.12460732984293194,0.6098926738217452,False
hurst_switch,garch_voltarget,regime-filter,sma-gated,True,0.21818465444417917,0.12460732984293194,0.6098926738217452,False
keltner,atr_sized,breakout,sma-gated,True,0.21816575567798802,0.18275588468659085,0.639524031731218,False
ma_ribbon,vol_regime,trend,regime-filter,True,0.21510811163846358,0.2630730921341731,0.4130891273915072,False
ts_momentum,vol_regime,momentum,regime-filter,True,0.20262990014593898,0.27948770915100185,0.5930937937470835,False
macd,adx_trend,trend,regime-filter,True,0.19037394732476975,0.3271452926690661,0.5856276248250116,False
dual_momentum,vol_regime,momentum,regime-filter,True,0.17679547486884276,0.2671849427168576,0.5821278581427904,False
obv_trend,vol_regime,volume-flow,regime-filter,True,0.15627231355191581,0.2596416049863654,0.5565795613625758,False
bb_breakout,vol_regime,breakout,regime-filter,True,0.1538645306818957,0.22106782106782108,0.6851376574895007,False
breakout,vol_regime,breakout,regime-filter,True,0.15055649126753443,0.2426768278161467,0.6290247316845544,False
ichimoku,hurst_switch,trend,regime-filter,True,0.14679485352894173,0.10518934081346423,0.6278581427904807,False
adx_trend,vol_regime,regime-filter,regime-filter,False,0.1396752082456162,0.22600052314935914,0.6548063462435838,False
macd,obv_trend,trend,volume-flow,True,0.13728085175216093,0.4077872135875661,0.56882874475035,False
ma_crossover,hurst_switch,trend,regime-filter,True,0.1334870790792158,0.09689557855126998,0.5520298646756883,False
breakout,macd,breakout,trend,True,0.11467219359393317,0.32670304523851434,0.5537797480167989,False
keltner,hurst_switch,breakout,regime-filter,True,0.11403247668173677,0.09840201850294365,0.8749416705552963,False
hurst_switch,atr_sized,regime-filter,sma-gated,True,0.10226166690719111,0.12460732984293194,0.6098926738217452,False
dual_momentum,hurst_switch,momentum,regime-filter,True,0.08755545432842822,0.08424908424908426,0.5333644423705086,False
ts_momentum,hurst_switch,momentum,regime-filter,True,0.0687424896255893,0.07930720145852324,0.5286980867942137,False
keltner,vol_regime,breakout,regime-filter,True,0.06268951811687327,0.09465346534653465,0.7333177788147457,False
bb_breakout,hurst_switch,breakout,regime-filter,True,0.05963248676060675,0.07814930015552099,0.723401773215119,False
macd,bb_breakout,trend,breakout,True,0.05953477988562376,0.231203007518797,0.5228651423238451,False
hurst_switch,vol_regime,regime-filter,regime-filter,False,0.05941334283940345,0.07788421491045398,0.7417172188520765,False
macd,stochastic,trend,oscillator-reversion,True,0.0465471391878861,0.24529336501553647,0.5183154456369575,False
ma_ribbon,hurst_switch,trend,regime-filter,True,0.041856261959174634,0.06972230516572112,0.2730984601026598,False
adx_trend,hurst_switch,regime-filter,regime-filter,False,0.04105077509428377,0.07168934616661135,0.6737050863275782,False
