label,kind,horizon,families,mode,rankable,full_return,full_sharpe,full_maxdd,full_trades,full_exposure,is_return,is_sharpe,is_maxdd,is_trades,is_exposure,oos_return,oos_sharpe,oos_maxdd,oos_trades,oos_exposure
any(macd+breakout),pair,short,trend+breakout,any,True,-0.748457548720012,-2.2516902145581743,-0.808340851083601,501,0.664853224526805,-0.6060895270973405,-1.9849638767085094,-0.7127485971039071,351,0.6596502590673575,-0.36183352396169577,-3.135668543775503,-0.41126944216202926,151,0.6766150358896864
all(macd+bb_breakout),pair,short,trend+breakout,all,True,-0.26946074436243883,-1.0284644808141916,-0.28512088730517027,251,0.14654879292757567,-0.11287212227132914,-0.45854299074815213,-0.28512088730517027,168,0.14540155440414507,-0.1759334665861807,-2.6770050600078052,-0.20779241354393282,83,0.14960332451832262
any(macd+bb_breakout),pair,short,trend+breakout,any,True,-0.7554983930500416,-2.4237124811192055,-0.8113660358643855,566,0.6222373342400545,-0.6247669209132791,-2.2028404402926554,-0.6996025859437488,395,0.622571243523316,-0.34882034141715734,-3.203970178995955,-0.42520289201892153,172,0.6210804684548545
all(macd+keltner),pair,short,trend+breakout,all,True,-0.10990946562998816,-0.7046396374171298,-0.16664998784446108,79,0.043975971891646835,-0.0037365873785358827,0.04787053727526875,-0.10122715323655196,60,0.04938471502590674,-0.10657109044291757,-3.284191428110276,-0.1180580562777303,19,0.03135625236116358
any(macd+keltner),pair,short,trend+breakout,any,True,-0.7254990040616898,-2.3386795182099354,-0.7644190378468764,629,0.5469794854357928,-0.5378163102515744,-1.7730680801077596,-0.6646668153255172,431,0.5513277202072538,-0.4064606262704984,-4.270665552569261,-0.4406692398099485,199,0.5364563656970155
all(macd+rsi),pair,short,trend+oscillator-reversion,all,True,-0.42806707362921925,-1.8836028429689986,-0.5168899858729042,260,0.14394196985152444,-0.30304511681390955,-1.5904084345883944,-0.3773290169014773,181,0.14718264248704663,-0.17948112615573897,-2.8604717207747052,-0.23946898298081795,79,0.13638080846241027
any(macd+rsi),pair,short,trend+oscillator-reversion,any,True,-0.7531274247809638,-2.064552511548595,-0.78093120748617,535,0.6734670746911481,-0.6257850696963649,-1.8925204692872735,-0.722234875902093,370,0.6758419689119171,-0.3402537841330372,-2.6616369101014654,-0.3965577011868688,166,0.6679259539100869
all(macd+stochastic),pair,short,trend+oscillator-reversion,all,True,-0.3620782981153756,-1.4493959621763444,-0.43905976796754287,248,0.1539159016207639,-0.2647118770255955,-1.2804020167554202,-0.3580315714100777,174,0.1559261658031088,-0.13869355759430468,-2.1899622221674124,-0.17378755502681978,74,0.14846996599924442
any(macd+stochastic),pair,short,trend+oscillator-reversion,any,True,-0.6864038462658686,-1.7964389128330533,-0.7205081403750956,536,0.6351581094865691,-0.4912909744447147,-1.3054615531948455,-0.6114243192561142,369,0.6352007772020726,-0.3835094045683529,-3.4144206481960193,-0.4335555459359271,168,0.635058556856819
all(macd+bb_reversion),pair,short,trend+mean-reversion,all,True,-0.46017252126909325,-2.2108072577100986,-0.5513448249038612,248,0.1362348407571121,-0.33169896745075744,-1.9022403599739155,-0.4013632960717459,168,0.13779145077720206,-0.1923354963861289,-3.2272278583136425,-0.26535274664256264,80,0.1326029467321496
